,CreditScore,FirstTimeHomebuyer,MSA,MIP,DTI,OrigUPB,LTV,OrigInterestRate,NumBorrowers,MonthsInRepayment,FirstPayment_Year,Maturity_Year,LTV_range,Repay_range,Credit_range
10698,614,0,17140,0,33.44383618,96000,80,6.875,1,193,1999,2029,High,5,Fair
10699,614,0,19740,0,33.44383618,252000,75,7,1,24,1999,2029,High,1,Fair
10700,614,0,19740,25,31,140000,90,6.625,1,64,1999,2029,High,2,Fair
10701,614,0,22180,0,33.44383618,86000,80,7,1,93,1999,2029,High,2,Fair
10702,614,0,22500,12,38,128000,80,6.625,2,52,1999,2029,High,2,Fair
10703,614,0,23420,0,24,105000,80,6.5,2,64,1999,2029,High,2,Fair
10704,614,0,26900,25,40,139000,90,6.875,1,59,1999,2029,High,2,Fair
10705,614,0,28020,25,33,126000,90,6.875,2,43,1999,2029,High,1,Fair
10706,614,0,29620,25,39,122000,90,7.125,2,50,1999,2029,High,2,Fair
10707,614,0,30460,25,37,100000,90,6.625,2,66,1999,2029,High,2,Fair
10708,614,0,31084,12,28,183000,85,7,2,60,1999,2029,High,2,Fair
10709,614,0,34820,25,28,95000,86,6.875,2,53,1999,2029,High,2,Fair
10710,614,0,35644,12,49,200000,79,7,1,47,1999,2029,High,1,Fair
10711,614,0,36084,12,35,149000,85,6.75,2,52,1999,2029,High,2,Fair
10712,614,0,36260,12,19,119000,83,6.875,2,52,1999,2029,High,2,Fair
10713,614,0,36740,0,50,229000,55,7.125,2,45,1999,2029,High,1,Fair
10714,614,0,36740,0,33.44383618,195000,69,6.5,2,28,1999,2029,High,1,Fair
10715,614,0,36740,17,53,140000,80,6.875,1,47,1999,2029,High,1,Fair
10716,614,0,40140,0,25,77000,77,6.75,1,212,1999,2029,High,5,Fair
10717,614,0,40900,0,51,81000,70,7.375,1,55,1999,2029,High,2,Fair
10718,614,0,41500,0,44,232000,67,6.5,2,49,1999,2029,High,2,Fair
10719,614,0,42644,0,52,161000,79,6.625,2,91,1999,2029,High,2,Fair
10720,614,0,43100,12,35,68000,82,7,2,57,1999,2029,High,2,Fair
10721,614,0,45104,25,42,150000,90,7.375,2,67,1999,2029,High,2,Fair
10722,614,0,45780,0,33.44383618,36000,67,6.5,2,49,1999,2029,High,2,Fair
10723,614,0,45780,0,33.44383618,71000,62,6.5,2,69,1999,2029,High,2,Fair
10724,614,0,47644,0,33.44383618,152000,78,6.875,1,79,1999,2029,High,2,Fair
10725,614,0,47894,0,33.44383618,78000,78,6.75,2,26,1999,2029,High,1,Fair
10726,614,0,30660,12,33,131000,85,6.875,2,51,1999,2029,High,2,Fair
10727,614,1,15180,30,40,69000,92,6.875,2,60,1999,2029,High,2,Fair
10728,614,1,16020,30,24,105000,93,7,2,69,1999,2029,High,2,Fair
10729,614,1,16974,30,24,76000,90,6.875,2,35,1999,2029,High,1,Fair
10730,614,1,17460,30,31,43000,95,7.75,1,44,1999,2029,High,1,Fair
10731,614,1,19340,25,20,77000,90,6.75,2,28,1999,2029,High,1,Fair
10732,614,1,22744,25,35,152000,90,7.25,1,18,1999,2029,High,1,Fair
10733,614,1,24340,30,26,133000,95,7.125,2,106,1999,2029,High,3,Fair
10734,614,1,28420,30,34,83000,95,6.5,2,92,1999,2029,High,2,Fair
10735,614,1,29540,30,43,118000,95,6.5,2,82,1999,2029,High,2,Fair
10736,614,1,31084,25,50,150000,89,7.375,1,26,1999,2029,High,1,Fair
10737,614,1,33340,30,28,84000,95,6.875,1,54,1999,2029,High,2,Fair
10738,614,1,40980,30,31,47000,95,7.125,2,75,1999,2029,High,2,Fair
10739,614,1,41500,0,42,114000,80,7,2,41,1999,2029,High,1,Fair
10740,614,1,42044,0,30,184000,75,6.875,2,41,1999,2029,High,1,Fair
10741,614,0,10420,0,33,102000,71,7.25,2,16,1999,2029,High,1,Fair
10742,614,0,12060,30,25,192000,94,6.875,1,41,1999,2029,High,1,Fair
10743,614,0,12580,0,43,191000,75,7.125,2,34,1999,2029,High,1,Fair
10744,614,0,12940,0,49,145000,77,6.5,2,49,1999,2029,High,2,Fair
10745,614,0,12940,12,37,160000,85,6.5,2,69,1999,2029,High,2,Fair
10746,614,0,13140,0,25,54000,78,7.625,2,25,1999,2029,High,1,Fair
10747,614,0,13644,0,45,124000,75,6.5,2,41,1999,2029,High,1,Fair
10748,614,0,13820,0,49,128000,73,6.75,1,24,1999,2029,High,1,Fair
10749,614,0,14484,0,34,49000,75,7.125,1,29,1999,2029,High,1,Fair
10750,614,0,14860,0,35,160000,54,6.625,2,45,1999,2029,High,1,Fair
10751,614,0,16700,0,22,89000,78,6.75,2,62,1999,2029,High,2,Fair
10752,614,0,16740,0,22,34000,48,7.75,2,105,1999,2029,Medium,3,Fair
10753,614,0,16740,30,33,71000,95,6.75,1,62,1999,2029,High,2,Fair
10754,614,0,16974,0,33.44383618,120000,75,6.625,1,36,1999,2029,High,1,Fair
10755,614,0,16974,12,19,79000,80,6.75,1,49,1999,2029,High,2,Fair
10756,614,0,16974,12,57,80000,80,6.875,1,58,1999,2029,High,2,Fair
10757,614,0,17980,17,28,116000,85,6.875,2,41,1999,2029,High,1,Fair
10758,614,0,19124,0,38,60000,80,6.75,2,56,1999,2029,High,2,Fair
10759,614,0,19124,0,39,92000,80,7.875,2,55,1999,2029,High,2,Fair
10760,614,0,19124,30,18,166000,95,6.75,2,43,1999,2029,High,1,Fair
10761,614,0,19380,0,43,137000,75,9,2,211,1999,2029,High,5,Fair
10762,614,0,19660,12,39,78000,82,7.25,1,32,1999,2029,High,1,Fair
10763,614,0,22180,30,37,151000,95,6.5,1,55,1999,2029,High,2,Fair
10764,614,0,22744,0,10,132000,80,6.875,2,211,1999,2029,High,5,Fair
10765,614,0,22744,0,46,132000,80,7,2,26,1999,2029,High,1,Fair
10766,614,0,23460,30,31,66000,95,6.875,2,124,1999,2029,High,3,Fair
10767,614,0,23844,0,33.44383618,150000,64,6.75,2,185,1999,2029,High,4,Fair
10768,614,0,24860,0,26,92000,45,6.875,1,23,1999,2029,Medium,1,Fair
10769,614,0,26420,25,36,68000,90,6.875,1,188,1999,2029,High,4,Fair
10770,614,0,26900,0,34,65000,52,6.875,1,27,1999,2029,High,1,Fair
10771,614,0,27140,0,35,77000,80,7,2,48,1999,2029,High,2,Fair
10772,614,0,27500,0,24,145000,79,7,2,55,1999,2029,High,2,Fair
10773,614,0,28940,25,40,116000,90,6.75,1,28,1999,2029,High,1,Fair
10774,614,0,29404,0,34,137000,75,7,2,41,1999,2029,High,1,Fair
10775,614,0,29404,25,39,177000,90,7.5,2,6,1999,2029,High,1,Fair
10776,614,0,29820,25,37,77000,90,7.125,1,38,1999,2029,High,1,Fair
10777,614,0,31084,0,25,144000,74,6.875,2,47,1999,2029,High,1,Fair
10778,614,0,31084,0,33,205000,77,6.75,2,37,1999,2029,High,1,Fair
10779,614,0,31140,30,30,131000,95,6.875,2,24,1999,2029,High,1,Fair
10780,614,0,31460,25,44,153000,90,6.75,1,51,1999,2029,High,2,Fair
10781,614,0,33124,0,52,228000,80,6.875,2,51,1999,2029,High,2,Fair
10782,614,0,33460,0,47,176000,75,6.5,2,35,1999,2029,High,1,Fair
10783,614,0,33460,0,38,109000,80,6.75,1,43,1999,2029,High,1,Fair
10784,614,0,34580,0,52,95000,74,6.625,1,45,1999,2029,High,1,Fair
10785,614,0,35084,0,33.44383618,140000,88,4.875,1,10,1999,2029,High,1,Fair
10786,614,0,35300,12,38,140000,80,6.875,2,75,1999,2029,High,2,Fair
10787,614,0,35660,0,24,58000,76,6.875,2,90,1999,2029,High,2,Fair
10788,614,0,36420,25,22,33000,90,8.375,1,40,1999,2029,High,1,Fair
10789,614,0,36740,0,27,102000,80,6.875,2,165,1999,2029,High,4,Fair
10790,614,0,37964,0,43,94000,75,8.75,2,31,1999,2029,High,1,Fair
10791,614,0,38060,30,32,203000,95,7.5,2,52,1999,2029,High,2,Fair
10792,614,0,38900,25,38,108000,90,6.875,2,91,1999,2029,High,2,Fair
10793,614,0,39340,0,33,115000,70,7,2,24,1999,2029,High,1,Fair
10794,614,0,39460,0,20,55000,62,6.875,1,38,1999,2029,High,1,Fair
10795,614,0,40140,25,45,230000,90,8.375,2,25,1999,2029,High,1,Fair
10796,614,0,40420,0,45,86000,80,7.5,2,19,1999,2029,High,1,Fair
10797,614,0,41100,0,25,63000,70,6.875,2,211,1999,2029,High,5,Fair
10798,614,0,41620,0,23,151000,70,7.375,2,3,1999,2029,High,1,Fair
10799,614,0,41620,25,32,153000,90,6.875,2,37,1999,2029,High,1,Fair
10800,614,0,41740,0,33.44383618,123000,62,6.625,2,13,1999,2029,High,1,Fair
10801,614,0,41740,25,32,104000,89,7.625,2,30,1999,2029,High,1,Fair
10802,614,0,41940,0,32,184000,61,7.375,2,36,1999,2029,High,1,Fair
10803,614,0,42044,12,31,119000,85,6.75,2,50,1999,2029,High,2,Fair
10804,614,0,42340,25,30,93000,90,6.75,2,54,1999,2029,High,2,Fair
10805,614,0,42340,30,39,127000,95,6.875,1,210,1999,2029,High,5,Fair
10806,614,0,42644,0,55,148000,80,7.125,2,49,1999,2029,High,2,Fair
10807,614,0,44140,25,36,140000,88,7.125,1,53,1999,2029,High,2,Fair
10808,614,0,45300,25,37,105000,90,6.625,2,73,1999,2029,High,2,Fair
10809,614,0,46060,30,40,153000,95,6.875,2,49,1999,2029,High,2,Fair
10810,614,0,47644,0,23,94000,66,6.875,1,72,1999,2029,High,2,Fair
10811,614,0,48140,0,20,78000,80,7.125,1,90,1999,2029,High,2,Fair
10812,614,0,48424,0,20,82000,53,6.875,2,48,1999,2029,High,2,Fair
10813,614,0,48424,0,18,109000,80,6.875,2,23,1999,2029,High,1,Fair
10814,614,0,49340,25,15,130000,90,6.75,2,16,1999,2029,High,1,Fair
10815,614,0,30660,0,48,91000,73,6.875,2,71,1999,2029,High,2,Fair
10816,614,0,30660,0,20,86000,74,6.75,2,17,1999,2029,High,1,Fair
10817,614,0,30660,0,23,71000,75,7.25,2,55,1999,2029,High,2,Fair
10818,614,0,30660,0,27,319000,75,7,2,7,1999,2029,High,1,Fair
10819,614,0,30660,0,28,100000,80,7,2,122,1999,2029,High,3,Fair
10820,614,0,30660,0,29,56000,80,7.375,1,36,1999,2029,High,1,Fair
10821,614,0,30660,0,37,100000,80,6.75,2,209,1999,2029,High,5,Fair
10822,614,0,30660,0,39,37000,80,7.25,1,132,1999,2029,High,3,Fair
10823,614,0,30660,0,41,71000,80,7,1,197,1999,2029,High,5,Fair
10824,614,0,30660,12,41,136000,85,6.875,1,100,1999,2029,High,3,Fair
10825,614,0,30660,25,37,86000,87,6.75,2,51,1999,2029,High,2,Fair
10826,614,0,30660,25,39,84000,87,6.875,1,210,1999,2029,High,5,Fair
10827,614,0,30660,25,25,75000,90,6.875,2,33,1999,2029,High,1,Fair
10828,614,0,30660,25,33,140000,90,8.5,1,15,1999,2029,High,1,Fair
10829,614,0,30660,30,15,144000,95,6.75,1,210,1999,2029,High,5,Fair
10830,614,0,30660,30,31,44000,95,7.25,2,26,1999,2029,High,1,Fair
10831,614,0,30660,30,38,57000,95,6.875,1,81,1999,2029,High,2,Fair
10832,614,0,11700,0,18,122000,80,6.875,1,48,1999,2029,High,2,Fair
10833,614,0,12260,25,42,120000,86,6.75,2,42,1999,2029,High,1,Fair
10834,614,0,13644,12,24,164000,80,6.75,1,33,1999,2029,High,1,Fair
10835,614,0,14860,0,33.44383618,250000,69,6.75,2,27,1999,2029,High,1,Fair
10836,614,0,14860,0,39,169000,75,6.875,2,35,1999,2029,High,1,Fair
10837,614,0,16974,25,43,139000,90,6.75,1,57,1999,2029,High,2,Fair
10838,614,0,17140,12,35,175000,85,6.875,2,22,1999,2029,High,1,Fair
10839,614,0,19124,25,34,160000,90,6.75,2,54,1999,2029,High,2,Fair
10840,614,0,19740,0,34,108000,78,7,1,31,1999,2029,High,1,Fair
10841,614,0,20764,0,34,180000,71,7.75,2,72,1999,2029,High,2,Fair
10842,614,0,21140,0,19,90000,80,7,2,92,1999,2029,High,2,Fair
10843,614,0,24540,25,33,137000,88,6.625,2,39,1999,2029,High,1,Fair
10844,614,0,24860,30,33.44383618,83000,95,6.875,2,95,1999,2029,High,2,Fair
10845,614,0,25540,0,28,184000,80,7,2,32,1999,2029,High,1,Fair
10846,614,0,29404,0,24,80000,75,7,2,46,1999,2029,High,1,Fair
10847,614,0,33740,0,11,88000,80,6.875,1,149,1999,2029,High,4,Fair
10848,614,0,36740,17,33.44383618,40000,80,7.125,2,6,1999,2029,High,1,Fair
10849,614,0,37964,0,37,144000,75,7,2,28,1999,2029,High,1,Fair
10850,614,0,38060,25,33.44383618,98000,90,7,1,31,1999,2029,High,1,Fair
10851,614,0,38900,0,30,133000,65,7,1,47,1999,2029,High,1,Fair
10852,614,0,38900,0,31,160000,80,7.125,2,58,1999,2029,High,2,Fair
10853,614,0,38940,25,32,143000,90,6.875,1,44,1999,2029,High,1,Fair
10854,614,0,40900,30,30,121000,94,6.875,1,35,1999,2029,High,1,Fair
10855,614,0,40900,30,33.44383618,176000,95,6.875,2,26,1999,2029,High,1,Fair
10856,614,0,41180,0,27,117000,78,6.875,2,101,1999,2029,High,3,Fair
10857,614,0,42044,0,22,228000,75,6.75,2,26,1999,2029,High,1,Fair
10858,614,0,45220,0,37,68000,57,6.875,1,65,1999,2029,High,2,Fair
10859,614,0,47894,0,22,131000,75,7.5,1,210,1999,2029,High,5,Fair
10860,614,0,47894,25,33.44383618,207000,90,7.375,2,47,1999,2029,High,1,Fair
10861,614,0,30660,0,33.44383618,160000,54,6.625,1,193,1999,2029,High,5,Fair
10862,614,0,30660,0,38,225000,75,6.875,2,48,1999,2029,High,2,Fair
10863,614,0,30660,0,28,70000,76,7.875,1,31,1999,2029,High,1,Fair
10864,614,0,30660,0,30,101000,78,6.625,2,59,1999,2029,High,2,Fair
10865,614,0,30660,0,30,124000,80,7.125,1,24,1999,2029,High,1,Fair
10866,614,0,30660,30,33.44383618,100000,95,6.875,2,13,1999,2029,High,1,Fair
10867,614,1,12060,25,20,149000,90,7.25,2,40,1999,2029,High,1,Fair
10868,614,1,13820,0,34,94000,80,6.875,1,64,1999,2029,High,2,Fair
10869,614,1,15804,30,33,151000,94,7,2,19,1999,2029,High,1,Fair
10870,614,1,19660,0,26,161000,80,7,2,44,1999,2029,High,1,Fair
10871,614,1,19740,0,43,192000,80,6.75,2,57,1999,2029,High,2,Fair
10872,614,1,22744,30,45,154000,93,6.875,1,56,1999,2029,High,2,Fair
10873,614,1,31084,30,20,141000,95,7,2,34,1999,2029,High,1,Fair
10874,614,1,35084,0,37,168000,80,6.875,2,55,1999,2029,High,2,Fair
10875,614,1,35084,30,33,161000,95,7.125,2,51,1999,2029,High,2,Fair
10876,614,1,35644,0,21,140000,80,7,2,62,1999,2029,High,2,Fair
10877,614,1,36740,30,34,147000,95,7.25,1,73,1999,2029,High,2,Fair
10878,614,1,37964,25,37,232000,90,7,2,54,1999,2029,High,2,Fair
10879,614,1,38900,30,25,165000,95,6.625,2,49,1999,2029,High,2,Fair
10880,614,1,38900,30,30,158000,95,6.75,2,60,1999,2029,High,2,Fair
10881,614,1,38900,30,43,171000,95,8.75,1,23,1999,2029,High,1,Fair
10882,614,1,39740,30,18,170000,95,6.875,2,30,1999,2029,High,1,Fair
10883,614,1,42644,30,42,234000,95,6.875,2,27,1999,2029,High,1,Fair
10884,614,1,30660,25,36,80000,90,6.875,2,47,1999,2029,High,1,Fair
10885,614,1,30660,25,38,208000,90,6.125,2,42,1999,2029,High,1,Fair
10886,614,0,11260,30,44,233000,95,7.125,2,16,1999,2029,High,1,Fair
10887,614,0,12260,0,30,88000,80,7,2,51,1999,2029,High,2,Fair
10888,614,0,12420,0,34,172000,80,7,2,137,1999,2029,High,3,Fair
10889,614,0,14260,25,24,81000,90,7.375,2,51,1999,2029,High,2,Fair
10890,614,0,16620,0,30,122000,74,6.875,1,53,1999,2029,High,2,Fair
10891,614,0,16740,30,20,88000,95,6.875,2,80,1999,2029,High,2,Fair
10892,614,0,16974,25,45,132000,88,7.25,2,65,1999,2029,High,2,Fair
10893,614,0,17300,30,26,72000,95,6.625,2,59,1999,2029,High,2,Fair
10894,614,0,17460,25,38,96000,89,7.25,1,210,1999,2029,High,5,Fair
10895,614,0,17820,0,33,170000,78,6.875,2,44,1999,2029,High,1,Fair
10896,614,0,17980,0,19,63000,74,7,1,34,1999,2029,High,1,Fair
10897,614,0,19124,0,37,118000,73,7.625,2,46,1999,2029,High,1,Fair
10898,614,0,19124,0,27,132000,80,7.5,2,79,1999,2029,High,2,Fair
10899,614,0,19124,12,40,127000,83,7,2,145,1999,2029,High,4,Fair
10900,614,0,19124,12,16,114000,85,6.75,2,202,1999,2029,High,5,Fair
10901,614,0,19124,30,32,120000,95,7.5,2,34,1999,2029,High,1,Fair
10902,614,0,19124,30,43,163000,95,6.875,2,56,1999,2029,High,2,Fair
10903,614,0,19340,0,27,63000,76,7.375,2,45,1999,2029,High,1,Fair
10904,614,0,19740,0,20,133000,80,6.875,2,36,1999,2029,High,1,Fair
10905,614,0,19740,25,41,212000,90,6.625,2,24,1999,2029,High,1,Fair
10906,614,0,19780,0,22,68000,77,7,2,40,1999,2029,High,1,Fair
10907,614,0,19804,0,38,61000,70,6.75,2,79,1999,2029,High,2,Fair
10908,614,0,19804,25,41,81000,86,7.5,1,5,1999,2029,High,1,Fair
10909,614,0,19804,25,40,57000,90,7.25,1,43,1999,2029,High,1,Fair
10910,614,0,20500,0,39,135000,75,7,1,111,1999,2029,High,3,Fair
10911,614,0,20764,12,32,159000,85,7.25,1,126,1999,2029,High,3,Fair
10912,614,0,21660,25,30,92000,87,7,2,128,1999,2029,High,3,Fair
10913,614,0,22420,0,41,71000,76,7.25,2,9,1999,2029,High,1,Fair
10914,614,0,22540,0,17,88000,75,7.25,2,66,1999,2029,High,2,Fair
10915,614,0,23104,30,35,138000,94,7.5,2,46,1999,2029,High,1,Fair
10916,614,0,25860,30,40,108000,95,7.75,2,38,1999,2029,High,1,Fair
10917,614,0,26420,0,21,85000,71,6.875,1,60,1999,2029,High,2,Fair
10918,614,0,26420,0,26,60000,73,6.875,1,39,1999,2029,High,1,Fair
10919,614,0,26420,30,34,84000,95,7.875,2,38,1999,2029,High,1,Fair
10920,614,0,26420,30,39,121000,95,7.375,2,86,1999,2029,High,2,Fair
10921,614,0,27260,0,38,212000,80,6.5,1,45,1999,2029,High,1,Fair
10922,614,0,27740,36,39,116000,95,7.625,2,43,1999,2029,High,1,Fair
10923,614,0,28140,0,53,184000,80,7,2,38,1999,2029,High,1,Fair
10924,614,0,29404,25,36,153000,90,7.25,1,31,1999,2029,High,1,Fair
10925,614,0,29420,30,27,52000,95,7.25,2,210,1999,2029,High,5,Fair
10926,614,0,29820,30,33.44383618,152000,95,6.875,1,51,1999,2029,High,2,Fair
10927,614,0,30780,25,24,124000,88,6.875,2,163,1999,2029,High,4,Fair
10928,614,0,31084,0,36,190000,78,7.5,2,55,1999,2029,High,2,Fair
10929,614,0,31084,25,54,138000,87,7.625,2,42,1999,2029,High,1,Fair
10930,614,0,31700,30,30,135000,95,7.75,2,25,1999,2029,High,1,Fair
10931,614,0,33460,12,36,100000,80,7.5,2,48,1999,2029,High,2,Fair
10932,614,0,33460,30,32,157000,95,7.5,2,55,1999,2029,High,2,Fair
10933,614,0,35084,0,44,156000,48,6.875,2,22,1999,2029,Medium,1,Fair
10934,614,0,35084,30,43,228000,95,7.875,1,50,1999,2029,High,2,Fair
10935,614,0,35644,0,19,175000,73,7,2,210,1999,2029,High,5,Fair
10936,614,0,35644,0,19,94000,75,6.875,2,31,1999,2029,High,1,Fair
10937,614,0,36540,0,45,81000,73,6.75,2,55,1999,2029,High,2,Fair
10938,614,0,36740,0,28,71000,72,7.5,1,3,1999,2029,High,1,Fair
10939,614,0,37764,0,31,165000,75,6.875,2,179,1999,2029,High,4,Fair
10940,614,0,37964,25,25,49000,90,7,1,13,1999,2029,High,1,Fair
10941,614,0,37964,25,38,179000,90,5.99,1,40,1999,2029,High,1,Fair
10942,614,0,38060,12,15,92000,85,6.875,2,61,1999,2029,High,2,Fair
10943,614,0,38060,25,37,108000,90,8.375,1,35,1999,2029,High,1,Fair
10944,614,0,38060,30,25,189000,95,7.125,2,35,1999,2029,High,1,Fair
10945,614,0,38860,0,22,94000,70,7.25,2,58,1999,2029,High,2,Fair
10946,614,0,38900,0,49,75000,30,8.375,1,61,1999,2029,Medium,2,Fair
10947,614,0,39540,30,32,114000,95,7,2,44,1999,2029,High,1,Fair
10948,614,0,40140,0,7,106000,70,6.875,2,46,1999,2029,High,1,Fair
10949,614,0,40140,30,25,109000,95,7.125,2,34,1999,2029,High,1,Fair
10950,614,0,40900,25,32,86000,90,7.875,1,52,1999,2029,High,2,Fair
10951,614,0,41420,0,26,94000,80,6.875,2,209,1999,2029,High,5,Fair
10952,614,0,41620,30,36,161000,95,7.25,2,16,1999,2029,High,1,Fair
10953,614,0,41740,12,53,163000,84,7.75,1,29,1999,2029,High,1,Fair
10954,614,0,41740,30,21,196000,95,7.125,1,5,1999,2029,High,1,Fair
10955,614,0,42044,30,36,237000,95,7.125,2,26,1999,2029,High,1,Fair
10956,614,0,42644,0,39,102000,70,7,1,35,1999,2029,High,1,Fair
10957,614,0,42644,0,30,163000,73,7.5,2,32,1999,2029,High,1,Fair
10958,614,0,42644,25,33,168000,90,7.625,2,5,1999,2029,High,1,Fair
10959,614,0,42644,30,43,116000,95,7,2,48,1999,2029,High,2,Fair
10960,614,0,43100,30,35,115000,95,7,1,12,1999,2029,High,1,Fair
10961,614,0,43780,25,27,132000,90,6.875,1,61,1999,2029,High,2,Fair
10962,614,0,43900,30,36,167000,95,6.875,2,31,1999,2029,High,1,Fair
10963,614,0,44060,25,42,125000,90,7,2,27,1999,2029,High,1,Fair
10964,614,0,45940,25,49,81000,90,8.5,1,54,1999,2029,High,2,Fair
10965,614,0,46060,30,31,110000,95,7,2,23,1999,2029,High,1,Fair
10966,614,0,46700,25,24,221000,85,7.125,2,50,1999,2029,High,2,Fair
10967,614,0,47644,0,38,125000,72,6.5,1,59,1999,2029,High,2,Fair
10968,614,0,47644,17,45,112000,80,7.125,2,43,1999,2029,High,1,Fair
10969,614,0,47644,25,39,124000,90,7.125,2,34,1999,2029,High,1,Fair
10970,614,0,47644,30,44,143000,95,7.25,2,30,1999,2029,High,1,Fair
10971,614,0,48424,0,55,124000,80,6.875,2,51,1999,2029,High,2,Fair
10972,614,0,48424,25,38,129000,90,7.75,2,53,1999,2029,High,2,Fair
10973,614,0,48864,25,39,122000,86,6.75,1,53,1999,2029,High,2,Fair
10974,614,0,49420,25,25,125000,87,6.375,2,50,1999,2029,High,2,Fair
10975,614,0,30660,0,23,62000,39,6.875,1,31,1999,2029,Medium,1,Fair
10976,614,0,30660,0,37,60000,47,7.25,2,210,1999,2029,Medium,5,Fair
10977,614,0,30660,0,40,90000,60,7.25,2,48,1999,2029,High,2,Fair
10978,614,0,30660,0,19,64000,77,6.875,2,54,1999,2029,High,2,Fair
10979,614,0,30660,0,41,123000,77,7,2,40,1999,2029,High,1,Fair
10980,614,0,30660,0,21,223000,80,6.875,2,51,1999,2029,High,2,Fair
10981,614,0,30660,0,32,62000,80,7.5,1,12,1999,2029,High,1,Fair
10982,614,0,30660,0,40,52000,80,7.125,2,52,1999,2029,High,2,Fair
10983,614,0,30660,0,42,137000,80,7.25,2,66,1999,2029,High,2,Fair
10984,614,0,30660,12,37,127000,80,7.375,2,34,1999,2029,High,1,Fair
10985,614,0,30660,17,14,51000,80,7.625,2,26,1999,2029,High,1,Fair
10986,614,0,30660,25,31,73000,88,7.125,2,68,1999,2029,High,2,Fair
10987,614,0,30660,25,29,93000,90,7.5,1,38,1999,2029,High,1,Fair
10988,614,0,30660,25,36,119000,90,7.5,2,78,1999,2029,High,2,Fair
10989,614,0,30660,25,38,121000,90,7,2,46,1999,2029,High,1,Fair
10990,614,0,30660,30,25,60000,95,6.875,2,24,1999,2029,High,1,Fair
10991,614,0,30660,30,32,109000,95,6.875,2,210,1999,2029,High,5,Fair
10992,614,0,30660,36,13,55000,95,8,2,83,1999,2029,High,2,Fair
10993,614,0,18140,25,33.44383618,96000,89,7.25,1,27,1999,2026,High,1,Fair
10994,614,0,12700,12,34,162000,81,7.125,2,33,1999,2029,High,1,Fair
10995,614,0,15380,0,36,67000,75,6.875,1,210,1999,2029,High,5,Fair
10996,614,0,16820,0,12,58000,80,6.875,2,79,1999,2029,High,2,Fair
10997,614,0,17140,0,16,212000,80,6.875,2,45,1999,2029,High,1,Fair
10998,614,0,17140,12,30,108000,83,7.25,2,127,1999,2029,High,3,Fair
10999,614,0,17460,0,32,72000,56,7,1,30,1999,2029,High,1,Fair
11000,614,0,18140,0,35,150000,56,7,2,44,1999,2029,High,1,Fair
11001,614,0,20764,30,23,189000,95,6.875,2,20,1999,2029,High,1,Fair
11002,614,0,21500,0,19,209000,77,6.75,2,52,1999,2029,High,2,Fair
11003,614,0,22744,0,19,79000,80,7.625,1,41,1999,2029,High,1,Fair
11004,614,0,23104,0,23,104000,80,7,1,145,1999,2029,High,4,Fair
11005,614,0,26900,0,31,65000,75,7.25,2,210,1999,2029,High,5,Fair
11006,614,0,29404,0,35,93000,75,6.875,2,30,1999,2029,High,1,Fair
11007,614,0,29404,12,28,105000,85,7,2,95,1999,2029,High,2,Fair
11008,614,0,29420,25,16,61000,90,7.25,2,56,1999,2029,High,2,Fair
11009,614,0,29820,25,30,125000,90,7.125,1,52,1999,2029,High,2,Fair
11010,614,0,29820,25,40,135000,90,7.25,1,25,1999,2029,High,1,Fair
11011,614,0,35644,0,33.44383618,300000,62,7,1,41,1999,2029,High,1,Fair
11012,614,0,35840,0,36,35000,36,7.25,2,44,1999,2029,Medium,1,Fair
11013,614,0,36084,25,33.44383618,248000,90,7,1,34,1999,2029,High,1,Fair
11014,614,0,36140,0,43,60000,80,7.5,2,14,1999,2029,High,1,Fair
11015,614,0,36740,0,40,114000,79,6.875,2,41,1999,2029,High,1,Fair
11016,614,0,36740,25,25,128000,90,7.25,1,45,1999,2029,High,1,Fair
11017,614,0,38900,25,41,150000,86,7.125,2,41,1999,2029,High,1,Fair
11018,614,0,40900,0,31,117000,69,6.875,1,209,1999,2029,High,5,Fair
11019,614,0,41700,0,41,108000,73,8,2,172,1999,2029,High,4,Fair
11020,614,0,41740,0,24,76000,68,6.5,1,210,1999,2029,High,5,Fair
11021,614,0,43900,0,25,240000,74,7,1,210,1999,2029,High,5,Fair
11022,614,0,45104,0,38,62000,75,9,2,103,1999,2029,High,3,Fair
11023,614,0,45104,12,27,159000,84,6.25,2,62,1999,2029,High,2,Fair
11024,614,0,45300,25,25,110000,89,6.875,2,60,1999,2029,High,2,Fair
11025,614,0,47644,0,59,114000,76,7.25,1,42,1999,2029,High,1,Fair
11026,614,0,47894,0,33.44383618,144000,95,5,1,112,1999,2029,High,3,Fair
11027,614,0,49660,25,36,97000,89,7.125,2,47,1999,2029,High,1,Fair
11028,614,0,30660,0,48,123000,70,7,2,34,1999,2029,High,1,Fair
11029,614,0,30660,0,48,53000,73,7,1,68,1999,2029,High,2,Fair
11030,614,0,30660,0,61,60000,73,7,2,55,1999,2029,High,2,Fair
11031,614,0,30660,0,26,68000,74,7.25,2,57,1999,2029,High,2,Fair
11032,614,0,30660,0,41,114000,74,7.25,2,63,1999,2029,High,2,Fair
11033,614,0,30660,0,35,73000,78,7.5,2,210,1999,2029,High,5,Fair
11034,614,0,30660,17,46,61000,80,7.5,1,210,1999,2029,High,5,Fair
11035,614,0,30660,25,33.44383618,19000,90,8.125,1,19,1999,2029,High,1,Fair
